brand,franchise_label_auto,n_skus_franchise,n_gps_franchise,gens_detected,first_seen,last_seen,example_names,KEEP_MERGE_SPLIT,new_franchise_label,merge_with_franchise,note
Adidas,Dropset Base Trainer,88,6,,2025-07-28,2026-05-21,Tênis Feminino adidas Dropset Base Trainer | Tênis Masculino adidas Dropset Base Trainer | Tênis Unissex Dropset Base Trainer adidas | Tênis adidas Dropset Base Trainer Masculino,,,,
Adidas,Dropset Control,88,3,,2025-07-28,2026-05-21,Tênis Masculino Adidas Dropset Control | Tênis Masculino adidas Dropset Control | Tênis Feminino Adidas Dropset Control,,,,
Adidas,Adizero SL,87,11,2,2025-07-28,2026-05-21,Tênis adidas Adizero SL - Masculino | Tênis Masculino adidas Adizero SL 2 | Tênis adidas Adizero Sl Feminino | Tênis adidas Adizero Sl - Masculino,,,,
Adidas,Dropset Control Trainer,87,8,,2025-07-31,2026-05-21,Tênis Feminino Adidas Dropset Control Trainer | Tênis Unissex Dropset Control Trainer adidas | Tênis Unissex adidas Dropset Control Trainer | Tênis Dropset Control Trainer adidas Feminino,,,,
Adidas,Crazychaos,85,11,0,2025-07-28,2026-05-21,Tênis adidas Crazychaos 2000 - Masculino | Tênis Masculino adidas Crazychaos 2000 | Tênis adidas Crazychaos 2000 Feminino | Tênis adidas Crazychaos - Unissex,,,,
Adidas,Harden Volume,83,7,"8,9,10",2025-07-28,2026-05-21,Tênis Unissex adidas Harden Volume 9 | Tênis adidas Harden Volume 9 - Unissex | Tênis Unissex adidas Harden Volume 10 | Tênis adidas Harden Volume 8 - Unissex,,,,
Adidas,Runvista,83,7,,2025-12-04,2026-05-21,Tênis Masculino adidas Runvista | Tênis Feminino adidas Runvista | Tênis adidas Runvista Feminino | Tênis Masculino Runvista adidas,,,,
Adidas,Tensaur Hook And Loop,83,2,,2025-07-28,2026-05-21,Tênis adidas Tensaur Hook And Loop - Infantil | Tênis adidas Tensaur Hook and Loop - Infantil,,,,
Adidas,F50 Club Fg/mg,82,9,,2025-07-28,2026-05-21,Chuteira de Campo Infantil adidas F50 Club FG/MG | Chuteira de Campo Masculina adidas F50 Club FG/MG | Chuteira de Campo Adulto adidas F50 Club FG/MG | Chuteira de Campo adidas F50 Club FG/MG - Adulto,,,,
Adidas,Predator Artilheira,82,13,"24,25",2025-07-28,2026-05-21,Chuteira Society adidas Predator Artilheira 24 Adulto | Chuteira de Futsal Infantil adidas Predator Artilheira 25 | Chuteira Society Adulto adidas Predator Artilheira 24 | Chuteira de Campo Adulto adidas Predator Artilheira 25 FG,,,,
Adidas,Copa Pure Iv Club,81,7,,2026-01-29,2026-05-21,Chuteira Society Adulto Adidas Copa Pure IV Club | Chuteira Society Infantil Adidas Copa Pure IV Club | Chuteira de Campo Adulto Adidas Copa Pure IV Club | Chuteira de Campo Infantil Adidas Copa Pure IV Club,,,,
Adidas,De Predator Club,80,8,,2025-07-28,2026-05-21,Chuteira de Society Infantil adidas Predator Club | Chuteira De Society Infantil Predator Club adidas | Chuteira De Society Predator Club adidas Masculino | Chuteira de Society Adulto adidas Predator Club,,,,
Adidas,Tensaur Sport,79,3,,2025-07-28,2026-05-21,Tênis adidas Tensaur Sport - Infantil | Tênis Infantil adidas Tensaur Sport | Tênis adidas Infantil Tensaur Sport,,,,
Adidas,Ii Deportivo,76,4,,2025-07-28,2026-05-21,Chuteira de Campo adidas II Deportivo - Júnior | Chuteira de Campo Infantil adidas II Deportivo | Chuteira Society adidas II Deportivo - Júnior | Chuteira Society Infantil adidas II Deportivo,,,,
Adidas,Hoops 4.0 Mid,75,3,,2025-07-28,2026-05-21,Tênis adidas Hoops 4.0 Mid - Unissex | Tênis Unissex adidas Hoops 4.0 Mid | Tênis Unissex Adidas Hoops 4.0 Mid,,,,
Adidas,De Predator League,74,9,,2025-07-28,2026-05-21,Chuteira De Society Infantil Predator League adidas | Chuteira de Society Infantil adidas Predator League | Chuteira de Society Infantil Predator League adidas | Chuteira de Society adidas Predator League,,,,
Adidas,Flexmove,74,3,,2025-11-21,2026-05-21,Chinelo adidas Flexmove Unissex | Chinelo Flexmove adidas Unissex | Chinelo adidas Unissex Flexmove,,,,
Adidas,Barreda Lo,73,9,,2026-01-15,2026-05-21,Tênis Masculino Barreda Lo adidas | Tênis Feminino Adidas Barreda Lo | Tênis adidas Barreda LO Masculino | Tênis Feminino Barreda LO adidas,,,,
Adidas,De F50 League,73,10,,2025-07-28,2026-05-21,Chuteira de Society adidas F50 League - Infantil | Chuteira de Society adidas F50 League - Adulto | Chuteira de Society Adulto adidas F50 League | Chuteira De Society Adulta F50 League adidas,,,,
Adidas,Adissage,72,8,360,2025-07-28,2026-05-21,Chinelo Unissex Adidas Adissage 360rec | Chinelo Adulto Adidas Adissage 360Rec | Chinelo adidas Adissage - Slide - Masculino | Chinelo Slide Unissex adidas Adissage 360REC,,,,
Adidas,Futsal Copa Pure,72,7,"2,3,4,23",2025-07-28,2026-05-21,Chuteira Futsal adidas Copa Pure 3 Club - Infantil | Chuteira Futsal adidas Copa Pure 3 Club - Adulto | Chuteira Futsal Adulto adidas Copa Pure 3 Club | Chuteira Futsal adidas Copa Pure 23 Club Adulto,,,,
Adidas,Futsal Deportivo Ii,72,4,,2025-07-28,2026-05-21,Chuteira Futsal adidas Deportivo II - Infantil | Chuteira Futsal adidas Deportivo II - Adulto | Chuteira Futsal Infantil adidas Deportivo II | Chuteira Futsal Adulto adidas Deportivo II,,,,
Adidas,Dropset Base,71,4,,2025-07-28,2026-05-21,Tênis Masculino adidas Dropset Base | Tênis Feminino adidas Dropset Base | Tênis adidas Dropset Base - Feminino | Tênis Masculino Adidas Dropset Base,,,,
Adidas,Dame Certified,70,6,"2,3",2025-07-28,2026-05-14,Tênis adidas Dame Certified 3 Unissex | Tênis Dame Certified 3 - adidas - Unissex | Tênis adidas Dame Certified 3 - Unissex | Tênis Masculino adidas Dame Certified 3,,,,
Adidas,Adilette,69,9,"3,22,360",2025-07-28,2026-05-21,Chinelo Slide adidas Adilette - Unissex | Chinelo adidas Adilette - Infantil | Sandália Infantil adidas Adilette | Sandália Infantil adidas Adilette 3,,,,
Adidas,VL Court 3.0 K,69,3,,2025-07-28,2026-05-21,Tênis adidas VL Court 3.0 K Júnior | Tênis adidas Vl Court 3.0 K - Infantil | Tênis Infantil adidas Vl Court 3.0 K,,,,
Adidas,Amplimove Trainer,65,6,,2025-07-28,2026-05-21,Tênis Feminino adidas Amplimove Trainer | Tênis adidas Amplimove Trainer - Masculino | Tênis adidas Amplimove Trainer - Feminino | Tênis adidas Amplimove Trainer Masculino,,,,
Adidas,Aspyre,64,8,"0,3",2025-07-28,2026-05-14,Tênis Feminino Adidas Aspyre 00S | Tênis Feminino adidas Aspyre | Tênis adidas Aspyre - Masculino | Tênis adidas Aspyre Masculino,,,,
Adidas,Futsal Rabisco,64,5,,2025-07-28,2026-05-21,Chuteira Futsal adidas Rabisco Júnior | Chuteira Futsal Infantil adidas Rabisco | Chuteira Futsal adidas Rabisco - Infantil | Chuteira Futsal Adidas Rabisco - Infantil,,,,
Adidas,Copa Pure Iii Club,63,9,,2025-07-28,2026-05-21,Chuteira Society Júnior adidas Copa Pure III Club | Chuteira Society Adulto adidas Copa Pure III Club | Chuteira de Campo Adulto adidas Copa Pure III Club | Chuteira De Campo adidas Copa Pure III Club,,,,
Adidas,Court,63,4,24,2025-07-28,2026-05-21,Tênis adidas Court - Masculino | Tênis adidas Court 24 Masculino | Tênis Masculino adidas Court 24 | Tênis adidas Court 24 - Masculino,,,,
Adidas,F50 League Fg/mg,63,8,,2025-07-28,2026-05-21,Chuteira de Campo Infantil adidas F50 League FG/MG | Chuteira de Campo Masculina adidas F50 League FG/MG | Chuteira de Campo adidas F50 League FG/MG | Chuteira de Campo Unissex adidas F50 League FG/MG,,,,
Adidas,Initiation,63,2,,2025-07-28,2026-05-21,Tênis Unissex adidas Initiation | Tênis Masculino adidas Initiation,,,,
Adidas,Own The Game 3.0,63,4,,2025-07-28,2026-05-21,Tênis Masculino adidas Own The Game 3.0 | Tênis adidas Own The Game 3.0 - Masculino | Tênis adidas Own The Game 3.0 Masculino | Tênis Adidas Own The Game 3.0 - Masculino,,,,
Adidas,Pureboost,63,10,"5,22,23",2023-09-11,2026-05-21,Tênis adidas Pureboost 23 - Feminino | Tênis adidas Pureboost 22 - Feminino | Tênis adidas Pureboost 22 Masculino | Tênis adidas Pureboost 23 - Masculino,,,,
Adidas,Ultraboost Light,63,8,23,2025-07-28,2026-05-21,Tênis adidas Ultraboost Light - Feminino | Tênis adidas Ultraboost Light - Masculino | Tênis Feminino Adidas Ultraboost Light | Tênis adidas Ultraboost Light 23 - Unissex,,,,
Adidas,Grand Court 2.0 K,62,2,,2025-07-28,2026-05-21,Tênis adidas Grand Court 2.0 K - Júnior | Tênis adidas Grand Court 2.0 K Júnior,,,,
Adidas,Hoops Mid Classic,62,3,,2025-12-18,2026-05-21,Tênis Unissex adidas Hoops Mid Classic | Tênis Unissex Adidas Hoops Mid Classic | Tênis Unissex Hoops Mid Classic adidas,,,,
Adidas,Lite Flow,61,7,,2025-07-28,2026-05-21,Tênis Feminino adidas Lite Flow | Tênis adidas Lite Flow - Feminino | Tênis Unissex adidas Lite Flow | Tênis adidas Lite Flow - Unissex,,,,
Adidas,Adida Lite Racer 4.0,59,2,,2025-07-28,2026-03-19,Tênis adida Lite Racer 4.0 Masculino | Tênis adida Lite Racer 4.0 Feminino,,,,
Adidas,Predator Club Fg/mg,59,7,,2025-07-28,2026-05-21,Chuteira de Campo Infantil adidas Predator Club FG/MG | Chuteira de Campo adidas Predator Club FG/MG - Adulto | Chuteira De Campo adidas Predator Club FG/MG Adulto | Chuteira de Campo Masculina adidas Predator Club FG/MG,,,,
Adidas,Tensaur Run 2.0,59,3,,2025-07-28,2026-05-21,Tênis adidas Tensaur Run 2.0 - Infantil | Tênis adidas Tensaur Run 2.0 Infantil - Infantil | Tênis Infantil adidas Tensaur Run 2.0,,,,
Adidas,F50 League Ll,58,8,,2025-07-28,2026-05-21,Chuteira de Campo Adulto Adidas F50 League LL | Chuteira de Campo adidas F50 League LL Adulto | Chuteira Society Adulto adidas F50 League LL | Chuteira Society Infantil adidas F50 League LL,,,,
Adidas,Futsal F50 Club IN,58,4,,2025-07-28,2026-05-21,Chuteira Futsal adidas F50 Club In Júnior | Chuteira Futsal Infantil adidas F50 Club IN | Chuteira Futsal Infantil Adidas F50 Club In | Chuteira Futsal adidas F50 Club In Adulto,,,,
Adidas,Futsal Predator Artilheira,58,7,"24,25",2025-07-28,2026-05-21,Chuteira Futsal Adulto adidas Predator Artilheira 25 | Chuteira Futsal Infantil adidas Predator Artilheira 25 | Chuteira Futsal adidas Predator Artilheira - Infantil | Chuteira Futsal adidas Predator Artilheira 25 - Infantil,,,,
Adidas,Rapidmove,58,7,2,2023-09-21,2026-05-21,Tênis adidas Rapidmove 2 - Feminino | Tênis adidas Rapidmove - Feminino | Tênis adidas Rapidmove 2 - Masculino | Tênis Unissex adidas Rapidmove 2 Trainer,,,,
Adidas,Supernova Rise Running,58,2,,2025-07-28,2026-04-30,Tênis adidas Supernova Rise Running - Masculino | Tênis adidas Supernova Rise Running - Feminino,,,,
Adidas,Lightshift 2.0,57,4,,2025-12-18,2026-05-21,Tênis Masculino adidas Lightshift 2.0 | Tênis Masculino Lightshift 2.0 adidas | Tênis Feminino Lightshift 2.0 adidas | Tênis Feminino adidas Lightshift 2.0,,,,
Adidas,Com Língua Dobrável Predator League,56,5,,2025-12-18,2026-05-21,Chuteira Society Adulto adidas com Língua Dobrável Predator League | Chuteira Society Infantil adidas com Língua Dobrável Predator League | Chuteira Society Adulto com língua dobrável adidas Predator League | Chuteira Society Infantil Adidas com Língua Dobrável Predator League,,,,
Adidas,Gamecourt 2.0,56,5,,2025-07-28,2026-05-21,Tênis Masculino adidas Gamecourt 2.0 | Tênis adidas Gamecourt 2.0 - Feminino | Tênis adidas Gamecourt 2.0 - Unissex | Tênis Feminino adidas Gamecourt 2.0,,,,
Adidas,Novaflight,56,6,2,2025-07-28,2026-05-21,Tênis adidas Novaflight 2 Indoor - Masculino | Tênis Feminino adidas Novaflight 2 | Tênis Masculino adidas Novaflight 2 | Tênis Novaflight 2 adidas Masculino,,,,
Adidas,Predator Essentials 25.5,56,9,,2025-07-28,2026-05-21,Chuteira Society adidas Predator Essentials 25.5 Júnior | Chuteira Society adidas Predator Essentials 25.5 - Infantil | Chuteira Society Adulto adidas Predator Essentials 25.5 | Chuteira de Campo Adulto adidas Predator Essentials 25.5,,,,
Adidas,Adizero Evo SL Atr,55,5,,2026-01-22,2026-05-21,Tênis Feminino adidas Adizero Evo SL ATR | Tênis Masculino adidas Adizero Evo SL ATR | Tênis Masculino Adidas Adizero Evo SL ATR | Tênis Feminino adidas Adizero Evo Sl Atr,,,,
Adidas,Breaknet,55,6,,2025-07-28,2026-05-21,Tênis adidas Breaknet - Infantil | Tênis Casual Infantil adidas Breaknet | Tênis Casual Infantil Adidas Breaknet | Tênis Infantil Adidas Breaknet,,,,
Adidas,Dame X,54,3,,2025-08-07,2026-05-21,Tênis Unissex adidas Dame X | Tênis Masculino adidas Dame X | Tênis Adulto Adidas Dame X,,,,
Adidas,Futsal Predator Freestyle,54,6,,2025-07-28,2026-05-21,Chuteira Futsal adidas Predator Freestyle - Adulto | Chuteira Futsal adidas Predator Freestyle - Infantil | Chuteira Futsal Unissex adidas Predator Freestyle | Chuteira Futsal Adulto adidas Predator Freestyle Adulto,,,,
Adidas,Lite Racer,54,7,3,2023-09-13,2026-05-21,Tênis Feminino adidas Lite Racer | Tênis adidas Lite Racer - Feminino | Tênis adidas Lite Racer Feminino | Tênis adidas Lite Racer - Masculino,,,,
Adidas,Sport 3.0 Cf K,53,1,,2025-12-18,2026-05-21,Tênis Unissex adidas Sport 3.0 Cf K,,,,
Adidas,Rapid Court Low,52,3,,2025-07-28,2026-05-21,Tênis Unissex adidas Rapid Court Low | Tênis Infantil adidas Rapid Court Low | Tênis Feminino Adidas Rapid Court Low,,,,
Adidas,Tracefinder,52,5,2,2025-07-28,2026-05-21,Tênis adidas Tracefinder - Feminino | Tênis adidas Tracefinder - Masculino | Tênis Masculino adidas Tracefinder 2 | TÊNIS ADIDAS TRACEFINDER - MASCULINO,,,,
Adidas,Breaknet 3.0,51,2,,2025-07-28,2026-05-21,Tênis Infantil adidas Breaknet 3.0 | Tênis Infantil Adidas Breaknet 3.0,,,,
Adidas,Deportivo Iii Flexible Ground,51,4,,2025-07-28,2026-03-19,Chuteira de Campo adidas Deportivo III Flexible Ground - Adulto | Chuteira de Campo adidas Deportivo Iii Flexible Ground - Infantil | Chuteira de Campo Infantil adidas Deportivo III Flexible Ground | Chuteira de Campo adidas Deportivo III Flexible Ground - Infantil,,,,
Adidas,Supernova Prima,51,6,2,2025-07-28,2026-05-21,Tênis Masculino adidas Supernova Prima 2 | Tênis Feminino adidas Supernova Prima 2 | Tênis adidas Supernova Prima - Feminino | Tênis adidas Supernova Prima - Masculino,,,,
Adidas,Rapidmove Go Trainer,50,5,,2025-12-18,2026-05-21,Tênis adidas Rapidmove Go Trainer Masculino | Tênis Masculino adidas Rapidmove Go Trainer | Tênis Feminino Rapidmove Go Trainer adidas | Tênis Feminino Adidas Rapidmove Go Trainer,,,,
Adidas,Terrex Anylander Mid Hiking,50,4,,2025-07-28,2026-05-21,Tênis adidas Terrex Anylander Mid Hiking - Masculino | Tênis adidas Terrex Anylander Mid Hiking - Feminino | Tênis adidas Terrex Anylander Mid Hiking Feminino | Tênis Masculino adidas Terrex Anylander Mid Hiking,,,,
Adidas,Switch Run,49,6,,2025-07-28,2026-05-21,Tênis adidas Switch Run - Masculino | Tênis adidas Switch Run Masculino | Tênis adidas Switch Run - Feminino | Tênis Adidas Switch Run - Masculino,,,,
Adidas,Duramo,48,7,10,2023-09-12,2026-05-21,Tênis adidas Duramo 10 - Feminino | Tênis Duramo adidas Feminino | Tênis adidas Duramo - Feminino | Tênis Masculino adidas Duramo,,,,
Adidas,F50 League Firm/multi Ground,48,3,,2025-07-28,2026-05-21,Chuteira de Campo adidas F50 League Firm/Multi-Ground - Adulto | Chuteira de Campo adidas F50 League Firm/Multi-Ground - Infantil | Chuteira de Campo adidas F50 League Firm/Multi-Ground Infantil - Infantil,,,,
Adidas,Grand Court Mid,48,4,,2025-08-07,2026-05-21,Tênis Infantil Adidas Grand Court Mid | Tênis adidas Grand Court Mid Infantil | Tênis Infantil adidas Grand Court Mid | Tênis adidas Grand Court Mid - Infantil,,,,
Adidas,Futsal Predator Essentials,47,4,"25,26",2025-07-28,2026-05-21,Chuteira Futsal Infantil adidas Predator Essentials 25 | Chuteira Futsal Infantil adidas Predator Essentials 26 | Chuteira Futsal Adulto adidas Predator Essentials 25 Adulto | Chuteira Futsal Adulto adidas Predator Essentials,,,,
Adidas,Futsal Rabisco Ii,47,2,,2026-01-22,2026-05-21,Chuteira Futsal Infantil adidas Rabisco II | Chuteira Futsal Infantil Adidas Rabisco II,,,,
Adidas,Campo F50 League,46,7,,2025-07-28,2026-05-21,Chuteira Campo Adulto adidas F50 League | CHUTEIRA CAMPO F50 LEAGUE | Chuteira de Campo Júnior adidas Campo F50 League | Chuteira Campo adidas Infantil F50 League,,,,
Adidas,F50 Sparkfusion League,46,6,,2025-07-28,2026-05-21,Chuteira de Campo Adulto adidas F50 Sparkfusion League | Chuteira Society Adulto adidas F50 Sparkfusion League | Chuteira Society Adulto Adidas F50 Sparkfusion League | Chuteira F50 Sparkfusion League Society Infantil Adidas Unissex Kids,,,,
Adidas,Futsal Top Sala Competition,46,3,2,2025-07-28,2026-05-21,Chuteira Futsal Adulto adidas Top Sala Competition 2 | Chuteira Futsal Adulto adidas Top Sala Competition | Chuteira Futsal adidas Top Sala Competition 2 - Adulto,,,,
Adidas,Grand Court 2.0 El,46,5,,2025-07-28,2026-05-21,Tênis adidas Grand Court 2.0 El - Infantil | Tênis adidas Grand Court 2.0 EL - Infantil | Tênis adidas Grand Court 2.0 EL Infantil | Tênis Infantil adidas Grand Court 2.0 EL,,,,
Adidas,Ultraboost 1.0,46,4,,2025-07-28,2026-05-21,Tênis adidas Ultraboost 1.0 - Masculino | Tênis Masculino adidas Ultraboost 1.0 | Tênis Masculino Adidas Ultraboost 1.0 | Tênis adidas Ultraboost 1.0 - Feminino,,,,
Adidas,Avaflash,45,4,,2023-08-30,2026-05-21,Tênis adidas Avaflash - Feminino | Tênis adidas AvaFlash - Feminino | Tênis Feminino adidas Avaflash | Tênis Feminino adidas AvaFlash,,,,
Adidas,Futsal Predator Essentials 25.5,45,7,,2025-07-28,2026-05-21,Chuteira Futsal adidas Predator Essentials 25.5 - Unissex | Chuteira Futsal Adulto adidas Predator Essentials 25.5 | Chuteira Futsal adidas Predator Essentials 25.5 Júnior | Chuteira Futsal adidas Predator Essentials 25.5 - Infantil,,,,
Adidas,Grand Court Mickey,45,4,,2025-07-28,2026-05-21,Tênis Infantil adidas Grand Court Mickey | Tênis  Infantil adidas Grand Court Mickey | Tênis adidas Infantil Grand Court Mickey | Tênis Infantil Adidas Grand Court Mickey,,,,
Adidas,Predator League Fold Over,45,5,,2025-07-28,2026-05-21,Chuteira Society Adulto Adidas Predator League Fold-Over | Chuteira de Campo adidas Predator League Fold-Over - Infantil | Chuteira Society Adulto adidas Predator League Fold Over | Chuteira Society Adulto adidas Predator League Fold-Over,,,,
Adidas,Tekwen,45,5,,2025-07-28,2026-05-21,Tênis adidas Tekwen - Feminino | Tênis Feminino adidas Tekwen | Tênis adidas Tekwen Feminino | Tênis adidas Tekwen - Unissex,,,,
Adidas,Drive RC,44,5,,2025-12-04,2026-05-21,Tênis Feminino adidas Drive RC | Tênis adidas Drive RC Masculina | Tênis adidas Drive RC Masculino | Tênis adidas Drive RC Feminino,,,,
Adidas,Futsal Predator Essentials 26.5,44,3,,2026-02-05,2026-05-21,Chuteira Futsal Adulto adidas Predator Essentials 26.5 | Chuteira Futsal Infantil adidas Predator Essentials 26.5 | Chuteira Futsal Infantil Adidas Predator Essentials 26.5,,,,
Adidas,Lite Racer Adapt 7.0,44,1,,2025-11-13,2026-05-21,Tênis Infantil Adidas Lite Racer Adapt 7.0,,,,
Adidas,Predator Essentials 24.5 Artilheira,44,4,,2025-07-28,2026-05-21,Chuteira Society adidas Predator Essentials 24.5 Artilheira Júnior | Chuteira de Campo adidas Predator Essentials 24.5 Artilheira Adulto | Chuteira Society Infantil adidas Predator Essentials 24.5 Artilheira | Chuteira de Campo Adulto adidas Predator Essentials 24.5 Artilheira,,,,
Adidas,X Crazyfast,44,10,"1,3,4,23",2025-07-28,2026-05-21,TÊNIS ADIDAS X CRAZYFAST 3 - MASCULINO | Chuteira Society adidas X Crazyfast 4 - Infantil | Chuteira Society Infantil adidas X Crazyfast 4 | Chuteira de Campo Infantil Adidas X Crazyfast 23 Messi Club,,,,
Adidas,Break 3.0,43,1,,2025-07-28,2026-05-21,Tênis Infantil adidas Break 3.0,,,,
Adidas,Courtflash Speed,43,5,2,2025-07-28,2026-05-21,Tênis adidas Courtflash Speed 2 - Masculino | Tênis Masculino adidas Courtflash Speed 2 | Tênis adidas Courtflash Speed 2 Clay Saibro - Unissex | Tênis adidas Courtflash Speed - Masculino,,,,
Adidas,Daily 3.0,43,2,,2025-07-28,2026-05-21,Tênis adidas Daily 3.0 - Masculino | Tênis Daily 3.0 - adidas - Masculino,,,,
Adidas,Park Street,43,6,,2025-07-28,2026-05-21,Tênis adidas Park Street Masculino | Tênis Masculino adidas Park Street | Tênis adidas Park Street - Masculino | Tênis adidas Park Street - Unissex,,,,
Adidas,VL Court 3.0 Skateboarding,43,3,,2025-07-28,2026-03-26,Tênis adidas Vl Court 3.0 Skateboarding Infantil | Tênis adidas Vl Court 3.0 Skateboarding - Infantil | Tênis Infantil adidas Vl Court 3.0 Skateboarding,,,,
